kpi_name,period,value,delta,driver,status,scenario_id
bulk_flour_required_tons,2022-03,67289.63,0.0,Flour demand,neutral,base
total_recipe_hours,2022-03,1711.39,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-03,87.6659,0.0,Model accuracy,positive,base
seasonality_index,2022-03,1.0765,0.0,Calendar,neutral,base
planned_recipe_hours,2022-03,1693.0,0.0,Schedule,neutral,base
available_mill_hours,2022-03,1768.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-03,75.0,0.0,Capacity balance,positive,base
avg_changeovers,2022-03,50.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-03,1385.1898,0.0,Raw material,neutral,base
waste_impact_pct,2022-03,1.976,0.0,Waste,positive,base
mill_utilization_pct,2022-03,95.7579,0.0,Utilization,negative,base
overload_hours,2022-03,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-03,101.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-03,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2022-03,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-03,67289.6,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-03,1427.2456,0.0,Market,neutral,base
import_dependency_pct,2022-03,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-03,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-03,0.089,0.0,Quality,neutral,base
waste_rate_vs_target,2022-03,-0.52,0.0,Gap to target,positive,base
energy_per_ton,2022-03,67.972,0.0,Efficiency,neutral,base
water_per_ton,2022-03,0.753,0.0,Conservation,neutral,base
vision_2030_compliance,2022-03,85.5,0.0,Composite,positive,base
total_demand_tons,2022-04,86797.89,28.9915,SKU forecast,positive,base
recipe_time_utilization_pct,2022-04,99.8993,4.1414,Time constraint,negative,base
capacity_violations_count,2022-04,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-04,1468.0303,40.7847,Wheat price,negative,base
waste_rate_pct,2022-04,1.7275,-0.2485,Recipe mix,positive,base
vision_2030_index,2022-04,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-04,5231449.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-04,86797.89,0.0,Flour demand,neutral,base
total_recipe_hours,2022-04,2197.26,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-04,87.8429,0.0,Model accuracy,positive,base
seasonality_index,2022-04,1.442,0.0,Calendar,neutral,base
planned_recipe_hours,2022-04,1656.83,0.0,Schedule,neutral,base
available_mill_hours,2022-04,1658.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-04,1.67,0.0,Capacity balance,positive,base
avg_changeovers,2022-04,1.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-04,1382.9504,0.0,Raw material,neutral,base
waste_impact_pct,2022-04,1.7275,0.0,Waste,positive,base
mill_utilization_pct,2022-04,99.8993,0.0,Utilization,negative,base
overload_hours,2022-04,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-04,4.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-04,7.5,0.0,Continuity,neutral,base
downtime_risk_score,2022-04,49.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-04,86797.83,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-04,1468.0303,0.0,Market,neutral,base
import_dependency_pct,2022-04,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-04,39.7,0.0,Geopolitics,negative,base
yield_variability_index,2022-04,0.059,0.0,Quality,neutral,base
waste_rate_vs_target,2022-04,-0.77,0.0,Gap to target,positive,base
energy_per_ton,2022-04,67.9325,0.0,Efficiency,neutral,base
water_per_ton,2022-04,0.7572,0.0,Conservation,neutral,base
vision_2030_compliance,2022-04,85.5,0.0,Composite,positive,base
total_demand_tons,2022-05,66883.71,-22.9432,SKU forecast,negative,base
recipe_time_utilization_pct,2022-05,95.8066,-4.0927,Time constraint,negative,base
capacity_violations_count,2022-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-05,1422.5591,-45.4712,Wheat price,negative,base
waste_rate_pct,2022-05,1.756,0.0285,Recipe mix,positive,base
vision_2030_index,2022-05,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-05,4024016.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-05,66883.71,0.0,Flour demand,neutral,base
total_recipe_hours,2022-05,1700.82,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-05,87.5484,0.0,Model accuracy,positive,base
seasonality_index,2022-05,1.0687,0.0,Calendar,neutral,base
planned_recipe_hours,2022-05,1645.0,0.0,Schedule,neutral,base
available_mill_hours,2022-05,1717.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-05,72.0,0.0,Capacity balance,positive,base
avg_changeovers,2022-05,48.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-05,1385.2811,0.0,Raw material,neutral,base
waste_impact_pct,2022-05,1.756,0.0,Waste,positive,base
mill_utilization_pct,2022-05,95.8066,0.0,Utilization,negative,base
overload_hours,2022-05,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-05,99.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-05,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2022-05,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-05,66883.61,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-05,1422.5591,0.0,Market,neutral,base
import_dependency_pct,2022-05,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-05,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2022-05,0.063,0.0,Quality,neutral,base
waste_rate_vs_target,2022-05,-0.74,0.0,Gap to target,positive,base
energy_per_ton,2022-05,69.618,0.0,Efficiency,neutral,base
water_per_ton,2022-05,0.7496,0.0,Conservation,neutral,base
vision_2030_compliance,2022-05,85.5,0.0,Composite,positive,base
total_demand_tons,2022-06,61987.39,-7.3206,SKU forecast,negative,base
recipe_time_utilization_pct,2022-06,95.6286,-0.1781,Time constraint,negative,base
capacity_violations_count,2022-06,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-06,1409.4389,-13.1202,Wheat price,negative,base
waste_rate_pct,2022-06,1.852,0.096,Recipe mix,positive,base
vision_2030_index,2022-06,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-06,3735028.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-06,61987.39,0.0,Flour demand,neutral,base
total_recipe_hours,2022-06,1576.79,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-06,87.5286,0.0,Model accuracy,positive,base
seasonality_index,2022-06,1.0217,0.0,Calendar,neutral,base
planned_recipe_hours,2022-06,1673.5,0.0,Schedule,neutral,base
available_mill_hours,2022-06,1750.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-06,76.5,0.0,Capacity balance,positive,base
avg_changeovers,2022-06,51.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-06,1385.2902,0.0,Raw material,neutral,base
waste_impact_pct,2022-06,1.852,0.0,Waste,positive,base
mill_utilization_pct,2022-06,95.6286,0.0,Utilization,negative,base
overload_hours,2022-06,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-06,103.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-06,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2022-06,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-06,61987.21,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-06,1409.4389,0.0,Market,neutral,base
import_dependency_pct,2022-06,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-06,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-06,0.056,0.0,Quality,neutral,base
waste_rate_vs_target,2022-06,-0.65,0.0,Gap to target,positive,base
energy_per_ton,2022-06,68.754,0.0,Efficiency,neutral,base
water_per_ton,2022-06,0.7804,0.0,Conservation,neutral,base
vision_2030_compliance,2022-06,85.5,0.0,Composite,positive,base
total_demand_tons,2022-07,76881.5,24.0276,SKU forecast,positive,base
recipe_time_utilization_pct,2022-07,97.2306,1.602,Time constraint,negative,base
capacity_violations_count,2022-07,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-07,1418.7187,9.2798,Wheat price,negative,base
waste_rate_pct,2022-07,1.9125,0.0605,Recipe mix,positive,base
vision_2030_index,2022-07,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-07,4660858.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-07,76881.5,0.0,Flour demand,neutral,base
total_recipe_hours,2022-07,1957.83,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-07,87.3618,0.0,Model accuracy,positive,base
seasonality_index,2022-07,1.2258,0.0,Calendar,neutral,base
planned_recipe_hours,2022-07,1716.12,0.0,Schedule,neutral,base
available_mill_hours,2022-07,1765.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-07,48.88,0.0,Capacity balance,positive,base
avg_changeovers,2022-07,20.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-07,1384.9392,0.0,Raw material,neutral,base
waste_impact_pct,2022-07,1.9125,0.0,Waste,positive,base
mill_utilization_pct,2022-07,97.2306,0.0,Utilization,negative,base
overload_hours,2022-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-07,42.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-07,0.7,0.0,Continuity,neutral,base
downtime_risk_score,2022-07,48.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-07,76881.46,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-07,1418.7187,0.0,Market,neutral,base
import_dependency_pct,2022-07,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-07,40.4,0.0,Geopolitics,negative,base
yield_variability_index,2022-07,0.06,0.0,Quality,neutral,base
waste_rate_vs_target,2022-07,-0.59,0.0,Gap to target,positive,base
energy_per_ton,2022-07,67.4525,0.0,Efficiency,neutral,base
water_per_ton,2022-07,0.7937,0.0,Conservation,neutral,base
vision_2030_compliance,2022-07,85.5,0.0,Composite,positive,base
total_demand_tons,2022-08,59926.24,-22.0538,SKU forecast,negative,base
recipe_time_utilization_pct,2022-08,95.3787,-1.8519,Time constraint,negative,base
capacity_violations_count,2022-08,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-08,1378.1341,-40.5846,Wheat price,negative,base
waste_rate_pct,2022-08,1.826,-0.0865,Recipe mix,positive,base
vision_2030_index,2022-08,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-08,3605867.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-08,59926.24,0.0,Flour demand,neutral,base
total_recipe_hours,2022-08,1524.2,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-08,87.4217,0.0,Model accuracy,positive,base
seasonality_index,2022-08,0.9442,0.0,Calendar,neutral,base
planned_recipe_hours,2022-08,1717.77,0.0,Schedule,neutral,base
available_mill_hours,2022-08,1801.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-08,83.23,0.0,Capacity balance,positive,base
avg_changeovers,2022-08,53.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-08,1385.3863,0.0,Raw material,neutral,base
waste_impact_pct,2022-08,1.826,0.0,Waste,positive,base
mill_utilization_pct,2022-08,95.3787,0.0,Utilization,negative,base
overload_hours,2022-08,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-08,107.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-08,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2022-08,47.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-08,59926.18,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-08,1378.1341,0.0,Market,neutral,base
import_dependency_pct,2022-08,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-08,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-08,0.109,0.0,Quality,neutral,base
waste_rate_vs_target,2022-08,-0.67,0.0,Gap to target,positive,base
energy_per_ton,2022-08,68.428,0.0,Efficiency,neutral,base
water_per_ton,2022-08,0.7844,0.0,Conservation,neutral,base
vision_2030_compliance,2022-08,85.5,0.0,Composite,positive,base
total_demand_tons,2022-09,56348.72,-5.9699,SKU forecast,negative,base
recipe_time_utilization_pct,2022-09,95.1605,-0.2182,Time constraint,negative,base
capacity_violations_count,2022-09,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-09,1370.2608,-7.8733,Wheat price,negative,base
waste_rate_pct,2022-09,1.786,-0.04,Recipe mix,positive,base
vision_2030_index,2022-09,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-09,3392598.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-09,56348.72,0.0,Flour demand,neutral,base
total_recipe_hours,2022-09,1433.4,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-09,87.4452,0.0,Model accuracy,positive,base
seasonality_index,2022-09,0.9233,0.0,Calendar,neutral,base
planned_recipe_hours,2022-09,1684.34,0.0,Schedule,neutral,base
available_mill_hours,2022-09,1770.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-09,85.66,0.0,Capacity balance,positive,base
avg_changeovers,2022-09,51.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-09,1385.297,0.0,Raw material,neutral,base
waste_impact_pct,2022-09,1.786,0.0,Waste,positive,base
mill_utilization_pct,2022-09,95.1605,0.0,Utilization,negative,base
overload_hours,2022-09,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-09,103.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-09,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2022-09,47.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-09,56348.67,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-09,1370.2608,0.0,Market,neutral,base
import_dependency_pct,2022-09,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-09,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-09,0.063,0.0,Quality,neutral,base
waste_rate_vs_target,2022-09,-0.71,0.0,Gap to target,positive,base
energy_per_ton,2022-09,68.794,0.0,Efficiency,neutral,base
water_per_ton,2022-09,0.7794,0.0,Conservation,neutral,base
vision_2030_compliance,2022-09,85.5,0.0,Composite,positive,base
total_demand_tons,2022-10,58296.6,3.4568,SKU forecast,positive,base
recipe_time_utilization_pct,2022-10,95.2781,0.1176,Time constraint,negative,base
capacity_violations_count,2022-10,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-10,1370.5454,0.2845,Wheat price,negative,base
waste_rate_pct,2022-10,1.726,-0.06,Recipe mix,positive,base
vision_2030_index,2022-10,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-10,3512107.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-10,58296.6,0.0,Flour demand,neutral,base
total_recipe_hours,2022-10,1482.78,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-10,87.6475,0.0,Model accuracy,positive,base
seasonality_index,2022-10,0.9232,0.0,Calendar,neutral,base
planned_recipe_hours,2022-10,1695.95,0.0,Schedule,neutral,base
available_mill_hours,2022-10,1780.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-10,84.05,0.0,Capacity balance,positive,base
avg_changeovers,2022-10,51.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-10,1385.3496,0.0,Raw material,neutral,base
waste_impact_pct,2022-10,1.726,0.0,Waste,positive,base
mill_utilization_pct,2022-10,95.2781,0.0,Utilization,negative,base
overload_hours,2022-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-10,104.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-10,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2022-10,47.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-10,58296.61,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-10,1370.5454,0.0,Market,neutral,base
import_dependency_pct,2022-10,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-10,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-10,0.084,0.0,Quality,neutral,base
waste_rate_vs_target,2022-10,-0.77,0.0,Gap to target,positive,base
energy_per_ton,2022-10,68.832,0.0,Efficiency,neutral,base
water_per_ton,2022-10,0.7998,0.0,Conservation,neutral,base
vision_2030_compliance,2022-10,85.5,0.0,Composite,positive,base
total_demand_tons,2022-11,58088.64,-0.3567,SKU forecast,negative,base
recipe_time_utilization_pct,2022-11,95.3658,0.0877,Time constraint,negative,base
capacity_violations_count,2022-11,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-11,1380.6669,10.1216,Wheat price,negative,base
waste_rate_pct,2022-11,1.818,0.092,Recipe mix,positive,base
vision_2030_index,2022-11,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-11,3505610.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-11,58088.64,0.0,Flour demand,neutral,base
total_recipe_hours,2022-11,1477.47,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-11,87.5643,0.0,Model accuracy,positive,base
seasonality_index,2022-11,0.9443,0.0,Calendar,neutral,base
planned_recipe_hours,2022-11,1637.43,0.0,Schedule,neutral,base
available_mill_hours,2022-11,1717.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-11,79.57,0.0,Capacity balance,positive,base
avg_changeovers,2022-11,51.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-11,1385.3976,0.0,Raw material,neutral,base
waste_impact_pct,2022-11,1.818,0.0,Waste,positive,base
mill_utilization_pct,2022-11,95.3658,0.0,Utilization,negative,base
overload_hours,2022-11,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-11,103.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-11,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2022-11,47.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-11,58088.58,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-11,1380.6669,0.0,Market,neutral,base
import_dependency_pct,2022-11,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-11,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-11,0.099,0.0,Quality,neutral,base
waste_rate_vs_target,2022-11,-0.68,0.0,Gap to target,positive,base
energy_per_ton,2022-11,70.28,0.0,Efficiency,neutral,base
water_per_ton,2022-11,0.775,0.0,Conservation,neutral,base
vision_2030_compliance,2022-11,85.5,0.0,Composite,positive,base
total_demand_tons,2022-12,62014.63,6.7586,SKU forecast,positive,base
recipe_time_utilization_pct,2022-12,95.724,0.3582,Time constraint,negative,base
capacity_violations_count,2022-12,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2022-12,1392.3124,11.6455,Wheat price,negative,base
waste_rate_pct,2022-12,2.092,0.274,Recipe mix,positive,base
vision_2030_index,2022-12,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2022-12,3748397.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2022-12,62014.63,0.0,Flour demand,neutral,base
total_recipe_hours,2022-12,1577.49,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2022-12,87.5922,0.0,Model accuracy,positive,base
seasonality_index,2022-12,0.9797,0.0,Calendar,neutral,base
planned_recipe_hours,2022-12,1623.0,0.0,Schedule,neutral,base
available_mill_hours,2022-12,1695.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2022-12,72.5,0.0,Capacity balance,positive,base
avg_changeovers,2022-12,48.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2022-12,1385.3697,0.0,Raw material,neutral,base
waste_impact_pct,2022-12,2.092,0.0,Waste,positive,base
mill_utilization_pct,2022-12,95.724,0.0,Utilization,negative,base
overload_hours,2022-12,0.0,0.0,Capacity,positive,base
recipe_switch_count,2022-12,97.0,0.0,Scheduling,neutral,base
avg_run_length_days,2022-12,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2022-12,47.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2022-12,62014.55,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2022-12,1392.3124,0.0,Market,neutral,base
import_dependency_pct,2022-12,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2022-12,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2022-12,0.063,0.0,Quality,neutral,base
waste_rate_vs_target,2022-12,-0.41,0.0,Gap to target,positive,base
energy_per_ton,2022-12,68.4,0.0,Efficiency,neutral,base
water_per_ton,2022-12,0.7486,0.0,Conservation,neutral,base
vision_2030_compliance,2022-12,85.5,0.0,Composite,positive,base
total_demand_tons,2023-01,64860.37,4.5888,SKU forecast,positive,base
recipe_time_utilization_pct,2023-01,95.6618,-0.0621,Time constraint,negative,base
capacity_violations_count,2023-01,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-01,1076.8175,-315.4949,Wheat price,neutral,base
waste_rate_pct,2023-01,1.62,-0.472,Recipe mix,positive,base
vision_2030_index,2023-01,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-01,3911471.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-01,64860.37,0.0,Flour demand,neutral,base
total_recipe_hours,2023-01,1650.03,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-01,87.6083,0.0,Model accuracy,positive,base
seasonality_index,2023-01,1.0216,0.0,Calendar,neutral,base
planned_recipe_hours,2023-01,1720.0,0.0,Schedule,neutral,base
available_mill_hours,2023-01,1798.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-01,78.0,0.0,Capacity balance,positive,base
avg_changeovers,2023-01,52.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-01,1058.7019,0.0,Raw material,neutral,base
waste_impact_pct,2023-01,1.62,0.0,Waste,positive,base
mill_utilization_pct,2023-01,95.6618,0.0,Utilization,negative,base
overload_hours,2023-01,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-01,106.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-01,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2023-01,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-01,64860.29,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-01,1076.8175,0.0,Market,neutral,base
import_dependency_pct,2023-01,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-01,40.4,0.0,Geopolitics,negative,base
yield_variability_index,2023-01,0.081,0.0,Quality,neutral,base
waste_rate_vs_target,2023-01,-0.88,0.0,Gap to target,positive,base
energy_per_ton,2023-01,68.374,0.0,Efficiency,neutral,base
water_per_ton,2023-01,0.7558,0.0,Conservation,neutral,base
vision_2030_compliance,2023-01,85.5,0.0,Composite,positive,base
total_demand_tons,2023-02,60789.9,-6.2757,SKU forecast,negative,base
recipe_time_utilization_pct,2023-02,95.6629,0.001,Time constraint,negative,base
capacity_violations_count,2023-02,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-02,1092.7831,15.9656,Wheat price,neutral,base
waste_rate_pct,2023-02,1.864,0.244,Recipe mix,positive,base
vision_2030_index,2023-02,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-02,3664121.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-02,60789.9,0.0,Flour demand,neutral,base
total_recipe_hours,2023-02,1546.14,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-02,87.2398,0.0,Model accuracy,positive,base
seasonality_index,2023-02,1.0557,0.0,Calendar,neutral,base
planned_recipe_hours,2023-02,1555.0,0.0,Schedule,neutral,base
available_mill_hours,2023-02,1625.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-02,70.5,0.0,Capacity balance,positive,base
avg_changeovers,2023-02,47.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-02,1058.8534,0.0,Raw material,neutral,base
waste_impact_pct,2023-02,1.864,0.0,Waste,positive,base
mill_utilization_pct,2023-02,95.6629,0.0,Utilization,negative,base
overload_hours,2023-02,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-02,95.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-02,0.3,0.0,Continuity,neutral,base
downtime_risk_score,2023-02,47.8,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-02,60789.78,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-02,1092.7831,0.0,Market,neutral,base
import_dependency_pct,2023-02,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-02,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2023-02,0.065,0.0,Quality,neutral,base
waste_rate_vs_target,2023-02,-0.64,0.0,Gap to target,positive,base
energy_per_ton,2023-02,66.594,0.0,Efficiency,neutral,base
water_per_ton,2023-02,0.7516,0.0,Conservation,neutral,base
vision_2030_compliance,2023-02,85.5,0.0,Composite,positive,base
total_demand_tons,2023-03,76238.24,25.4127,SKU forecast,positive,base
recipe_time_utilization_pct,2023-03,96.9497,1.2868,Time constraint,negative,base
capacity_violations_count,2023-03,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-03,1107.6391,14.856,Wheat price,neutral,base
waste_rate_pct,2023-03,1.93,0.066,Recipe mix,positive,base
vision_2030_index,2023-03,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-03,4592247.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-03,76238.24,0.0,Flour demand,neutral,base
total_recipe_hours,2023-03,1935.62,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-03,87.7465,0.0,Model accuracy,positive,base
seasonality_index,2023-03,1.1868,0.0,Calendar,neutral,base
planned_recipe_hours,2023-03,1764.0,0.0,Schedule,neutral,base
available_mill_hours,2023-03,1819.5,0.0,Capacity,neutral,base
slack_shortfall_hours,2023-03,55.5,0.0,Capacity balance,positive,base
avg_changeovers,2023-03,37.0,0.0,Recipe switches,neutral,base
wheat_cost_index,2023-03,1058.0769,0.0,Raw material,neutral,base
waste_impact_pct,2023-03,1.93,0.0,Waste,positive,base
mill_utilization_pct,2023-03,96.9497,0.0,Utilization,negative,base
overload_hours,2023-03,0.0,0.0,Capacity,positive,base
recipe_switch_count,2023-03,75.0,0.0,Scheduling,neutral,base
avg_run_length_days,2023-03,0.4,0.0,Continuity,neutral,base
downtime_risk_score,2023-03,48.5,0.0,Risk model,positive,base
total_wheat_requirement_tons,2023-03,76238.16,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2023-03,1107.6391,0.0,Market,neutral,base
import_dependency_pct,2023-03,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2023-03,40.1,0.0,Geopolitics,negative,base
yield_variability_index,2023-03,0.114,0.0,Quality,neutral,base
waste_rate_vs_target,2023-03,-0.57,0.0,Gap to target,positive,base
energy_per_ton,2023-03,68.402,0.0,Efficiency,neutral,base
water_per_ton,2023-03,0.7726,0.0,Conservation,neutral,base
vision_2030_compliance,2023-03,85.5,0.0,Composite,positive,base
total_demand_tons,2023-04,82815.36,8.6271,SKU forecast,positive,base
recipe_time_utilization_pct,2023-04,98.7762,1.8265,Time constraint,negative,base
capacity_violations_count,2023-04,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2023-04,1127.8306,20.1915,Wheat price,neutral,base
waste_rate_pct,2023-04,1.784,-0.146,Recipe mix,positive,base
vision_2030_index,2023-04,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2023-04,5003746.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2023-04,82815.36,0.0,Flour demand,neutral,base
total_recipe_hours,2023-04,2099.05,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2023-04,87.6667,0.0,Model accuracy,positive,base
